timestamp,pod_name,node_id,pod_cpu_usage,pod_memory_usage,pod_network_in,pod_network_out,pod_restart_count,pod_age_hours,node_cpu_usage,node_memory_usage,node_disk_io_read,node_disk_io_write,node_disk_space_usage,node_network_in,node_network_out,node_load_avg,node_context_switches,node_interrupts,is_anomaly,root_cause,fault_type,latency_ms
2025-01-01 00:00:00,proxy-v2,node-0,47.715007965059186,47.234770120989346,1581.4855224294733,563.6238332174688,0,9.672079382933884,40.343039754400145,66.52496475923347,135.4394097081149,13.442436624311034,62.91580180192135,9963.229970461125,2.6753078871399665,4.707046451924489,467,289,0,normal,normal,100
2025-01-01 00:00:01,search-elastic-v2,node-3,11.622247521424885,36.82594588391213,1616.4416530926796,834.3891467819718,1,8.752248079053171,17.749854053999293,36.42374258493869,28.598214246176273,3.5792121091674622,53.942808734100346,3786.075291331015,3644.5921151188413,1.913335993941204,498,297,0,normal,normal,100
2025-01-01 00:00:02,cart-v2,node-2,39.22678283738138,46.385611687882594,567.6669033973136,170.10374612622314,0,33.909334719868184,30.624860447172907,62.03386173587767,56.40525836571134,0.4665286366900107,53.9753042869824,16161.499659142131,6928.319805157059,2.9414065053551606,530,312,0,normal,normal,100
2025-01-01 00:00:03,api-gateway-v2,node-1,54.64906991528902,53.47128351011271,73.74229097854425,201.056047921574,0,12.465860655341267,10.711307110602757,47.29454731191302,94.60982775046627,27.947398209327186,47.37500185022178,8946.886854184362,3977.6596741751932,1.164077828624115,493,300,0,normal,normal,100
2025-01-01 00:00:04,details-v1,node-0,27.33965177040136,87.96601420724599,1149.0974399847664,171.10766374990877,1,141.994513012382,24.44194518465716,0.0,99.58829187047547,7.991569456605653,44.16626748173273,3956.548817336429,1323.7403481527883,1.5002683650191806,504,324,0,normal,normal,100
2025-01-01 00:00:05,shipping-v2,node-5,32.90198056482359,61.61734718843519,469.0658034960673,388.2114828433143,0,165.31686597642693,1.5014490756659669,56.9330194516387,40.346054805604574,10.588105424190497,65.8585122018445,18784.278669260388,2156.8265885800065,1.0538281407884784,484,290,0,normal,normal,100
2025-01-01 00:00:06,proxy-v2,node-2,15.480414144367924,51.426742300567724,2043.536414788528,178.19186271474155,1,139.9173853418154,82.08788084443913,82.74367484682138,81.3702231452809,158.32247331038292,61.554897374357516,1302.4427217703974,4912.281253304957,2.2709702844233073,495,271,0,normal,normal,100
2025-01-01 00:00:07,payment-v2,node-0,22.323274138124592,18.704064382506548,1515.6672737054935,2087.2443770851287,0,67.5847286176761,39.52623640243118,30.878347644170667,14.239250295862501,6.425852570903054,55.72067489312087,4359.129667240047,4598.092596520146,0.3916093018179442,509,288,0,normal,normal,100
2025-01-01 00:00:08,inventory-v2,node-5,53.5151780582198,50.52423092603191,157.03767551318344,1002.2897085104877,0,65.31987509158859,49.59507101047174,40.819674317572854,46.110204914333295,2.0476453255724287,67.39764563997255,5985.0118747644765,2452.911588191453,1.4890231046805897,487,301,0,normal,normal,100
2025-01-01 00:00:09,mongodb-v2,node-4,41.22723441575463,67.6368298358933,920.5892837710761,1824.9373577926306,0,159.53120530664935,24.965623780935193,84.15763546828423,1.6890433567794005,69.74983282790943,58.124881181741834,419.04992105973037,21.437951321978247,0.9839526436042773,536,249,0,normal,normal,100
2025-01-01 00:00:10,mongodb-v2,node-3,36.27816480140959,57.81678616378814,1178.3503020290223,1509.651927272737,1,37.540431592802626,49.46171462839214,67.24261766037023,20.311473064079415,12.624437027582196,55.15273968374077,3617.6444228751907,3276.6920426692373,1.9807066256721715,478,273,0,normal,normal,100
2025-01-01 00:00:11,cache-redis-v1,node-4,0.9303817917517847,29.042779887012262,839.6482132765964,971.6279140224253,0,4.63481822838279,53.92821696231084,47.763760768053054,21.217458271829535,28.099994613064354,46.19989816530962,974.3064907531644,2316.29494296941,1.5890451358833824,474,311,0,normal,normal,100
2025-01-01 00:00:12,loadbalancer-v1,node-1,19.25290648400123,42.47100907518435,721.6334410599092,222.44543720212212,0,45.7646654583192,56.8521965110227,61.50678777644391,103.46434349834604,71.71793745236175,81.5336329392377,5684.894475555537,1501.6682714554454,2.70093388347143,504,301,0,normal,normal,100
2025-01-01 00:00:13,gateway-v1,node-4,56.084877154902784,51.46745862669337,258.593380702551,764.2724054264091,0,58.08868924801361,38.51273726527463,41.235250560586,32.0853011131715,28.269954069285713,100.0,820.3320285728153,5073.611714053368,1.1011634843496971,518,286,0,normal,normal,100
2025-01-01 00:00:14,cache-redis-v1,node-0,36.16247944686226,41.83774308622116,269.0655658627594,164.92970484278226,0,57.40495064037239,58.27781911149214,100.0,67.47728966416672,89.37509069726026,12.007706829213866,7705.469774351003,2028.2188081615548,1.1652760314272261,494,330,0,normal,normal,100
2025-01-01 00:00:15,reviews-v1,node-5,38.03393095266071,37.65788138257656,1461.0529882869957,113.68972620467395,0,12.468129826105582,29.062246029731877,74.5110812800707,31.850815863088595,43.597766660690226,55.07675467757599,4611.024022786008,3164.2078888596216,4.151006886961983,519,285,0,normal,normal,100
2025-01-01 00:00:16,inventory-v1,node-4,32.55832730919159,7.055964138870827,18.86664673750557,800.9893770387473,0,110.14292459084737,46.73470364650167,92.59376212528241,18.83915168864642,38.325603039617455,56.504991028355526,874.6270753946391,768.7640249435314,1.3903394587951707,463,314,0,normal,normal,100
2025-01-01 00:00:17,productpage-v2,node-0,20.805157665996813,34.63637537327434,1509.185704165187,783.8650670940253,0,94.79842799219666,40.868873301024294,57.02209559642853,140.2409560395622,56.519657285754626,63.23221645169172,4785.1021332535565,605.8320666041895,1.3112629407808873,505,295,0,normal,normal,100
2025-01-01 00:00:18,cache-redis-v1,node-1,34.98812385684665,55.02284706633402,748.2344768458382,136.27215303841578,0,18.80451267961401,18.8472737709848,26.975623834487102,48.990698305554304,9.880480961306139,100.0,41.741336258060414,2530.9746310377886,0.9091349959886663,503,292,0,normal,normal,100
