timestamp,pod_name,node_id,pod_cpu_usage,pod_memory_usage,pod_network_in,pod_network_out,pod_restart_count,pod_age_hours,node_cpu_usage,node_memory_usage,node_disk_io_read,node_disk_io_write,node_disk_space_usage,node_network_in,node_network_out,node_load_avg,node_context_switches,node_interrupts,is_anomaly,root_cause,fault_type,latency_ms
2025-01-01 00:00:00,discovery-service-v2,node-3,9.552069796212336,32.718366119022896,2049.1788254051526,1538.4766747802275,0,29.546550627009672,6.531382224853964,38.08718811568168,42.32491097931907,122.52135341566446,53.74980976886873,5860.312689508855,2106.081463482235,0.7921335011432964,487,305,0,normal,normal,100
2025-01-01 00:00:01,order-v2,node-0,42.33621905564328,38.80793549077666,457.58205331719336,70.96385839312404,0,18.835543402852117,68.14737689833677,84.98401307417025,86.04573635129502,20.544966117573203,50.69752379387794,13075.762967582032,9147.159507938824,1.2231893505141653,515,313,0,normal,normal,100
2025-01-01 00:00:02,loadbalancer-v1,node-2,8.26981296295385,24.81115522497667,891.5107236975988,135.28786362921358,0,36.45083593444701,37.46181449892408,53.224543107020736,10.21353364811845,77.38078542329616,65.22288392290548,1657.7004734257494,2075.111184637846,2.573331797270028,467,297,0,normal,normal,100
2025-01-01 00:00:03,cache-redis-v1,node-2,49.70857780540597,55.1174856282965,36.931848872196596,291.10439302386766,0,99.57508470525867,36.92794619807558,71.2651519666106,53.82041602717822,23.466755739410875,98.810986502019,1925.1940397777962,6186.180358416521,3.1625764065295163,511,314,0,normal,normal,100
2025-01-01 00:00:04,api-gateway-v1,node-3,18.684828333755625,63.18493735623623,2532.689669140744,99.21655323606039,0,16.491622789016255,50.32928594473513,59.00150082050839,38.53257656800964,22.47769158067176,47.279216126252436,2777.62226445896,3518.219835532294,4.393947315970937,497,282,0,normal,normal,100
2025-01-01 00:00:05,cache-redis-v2,node-5,22.247146074515577,61.73539736374968,282.63040123040605,619.7076798946123,0,5.9354428599459865,56.2735335849586,76.45900367766816,32.12254549795833,7.882415073620189,60.755487114208165,1720.7992105144765,1270.1941484779177,0.27765178298911963,509,304,0,normal,normal,100
2025-01-01 00:00:06,mongodb-v1,node-1,19.602256495961306,49.106142678156765,38.43952485338931,2128.1879466226133,0,4.361527451637134,28.306778006989646,88.90846428980677,33.50906738195651,73.78580151838099,6.422628632825891,2353.1125431155424,6416.631921280304,2.1220483224040776,479,324,0,normal,normal,100
2025-01-01 00:00:07,api-gateway-v2,node-0,26.861637979523252,64.66684600301825,441.2725201504168,360.1697795941595,0,0.6158624079927804,18.11881682490094,62.680992116260214,101.08572952577617,29.440775017365258,55.37465223371534,864.4590777129945,195.54314665358365,1.9592003659779356,531,323,0,normal,normal,100
2025-01-01 00:00:08,reviews-v3,node-5,51.28039062568294,54.70136438648659,2108.2523671282665,324.24656328522303,0,255.54300820226976,26.462276007756348,68.8343398581339,31.224597739212793,13.198000342917513,73.97964890017477,3908.4306923081003,2907.6444331859907,1.073756432911501,484,299,0,normal,normal,100
2025-01-01 00:00:09,loadbalancer-v1,node-2,25.690027576688447,51.335344347016324,1598.6415589078968,1660.486729704856,0,213.51610753292812,58.46318940284647,82.60141723206962,36.01410420799888,27.88519441433811,35.15564255023653,2324.897641874127,2757.7222771896113,1.041534122716553,527,316,0,normal,normal,100
